id,balance,reputation,payerId
Lydon,92.57,3.3,b43931ae-ff46-4183-9991-8db194a25265
Douglas,22.83,5.7,4ca96f56-6ece-4647-8e55-28935a4ce365
Codie,57.67,8.5,d2477a33-84bf-4dba-8808-460657a4ab18
Markos,72.75,4.5,ae670082-86a6-4ea1-bbbb-066112f23754
Hesther,60.24,9.5,3e1d529e-1681-4044-ba91-fcb6c86ef4aa
Georgia,40.63,8.7,7024eb6f-7a62-49e0-9f0c-2f09bc7e3572
Candie,71.57,2.7,e2196f73-dfca-4d0f-93da-0c1a9a412e2b
Gilly,66.28,1.5,7c6658e9-9a91-446b-9350-da80abcb08c1
Jobyna,4.32,9.6,ce2b16d7-092b-4692-a819-297196c1f82c
Lanette,74.29,6.5,0933ad45-70fc-441f-8082-6fb9ef6531d1
Celestyn,95.64,0.3,608f4eb2-6d1e-4f4d-8be1-afeddb9ebc10
Gwendolyn,28.61,8.5,1e16ffc7-c145-4531-84b0-ee32712de0c8
Imelda,43.77,4.0,a3cdc8bb-88ea-4882-a79d-2e568044fe29
Asher,57.0,1.7,568047b8-124f-4a7e-b82a-bfcc74ab1e4b
Yulma,51.27,7.3,0f4a4394-8f81-4ce3-bf3d-bf61c7832286
Bartram,76.19,7.4,8183ee65-79b7-4163-a8dc-96b4a1964cb9
Nona,73.25,8.3,c1109d8a-bd79-4871-9d0f-d1b7c3bfea97
Glenna,16.78,3.2,ebc3354e-dca3-444a-948a-7bddf3e299ec
Hermina,57.02,6.0,43db3f25-569d-4e6a-b038-927c293f045e
Bernadette,73.19,6.2,64c880ff-c044-4961-a909-b50616f875b1
Ev,97.23,8.8,04dd3dda-7178-46c1-b0ec-72f9a96713be
Lula,70.33,9.7,b24aa77f-6fb2-43a6-8d97-1eaaeebf264e
Zollie,41.59,7.0,60ac13cf-5e66-4acd-a1d8-a7304dadb7e8
Herby,44.62,0.9,2da3d7b6-11f1-489e-8c5b-d33933e4fbe4
Claudell,15.64,7.6,8b8e18a8-bbc9-4360-98bf-805c0db706e1
Gertie,18.84,5.2,63a23290-2dc4-4c2d-929a-61991b41b42f
Jennica,42.32,9.9,0b2869f8-2dcc-439d-95ad-34a5a52f5f13
Danica,53.63,5.0,6efdb7b6-c649-4ec1-9f45-b0a3aae6f242
Lexine,99.03,5.3,4245fdce-77df-4858-b168-e5b84d294478
Ashby,18.43,6.2,f1dcdb2c-fe36-495d-a705-c5f6b9305399
Belicia,96.3,3.9,a5bbee26-cce0-4336-9b15-8299477ce4dc
Godfrey,41.19,0.5,98c0b53c-ea1b-4610-a624-2b1770923c21
Shalna,54.81,0.7,8a4d90f1-12a3-4050-8e4c-d5111c8b5312
Konstantin,63.82,4.8,42fb5534-307c-4380-9b9b-37db8a3882f1
Oneida,79.61,7.1,fbb85afd-1a82-4011-9b70-a676aff14de3
Cthrine,78.44,2.2,3b84d0c6-868d-4d72-9308-d89153033f3a
Reuben,25.62,5.1,350246b4-9265-4dcd-a55b-9521a5e1015a
Kissee,46.21,5.2,5ded5473-5a35-4c68-bb86-991b5e965362
Peyton,30.42,4.3,9e0b68bc-9ce0-4830-82c5-0b6b29d50c20
Jenilee,43.0,1.9,cf833744-efca-4c71-a8e9-b4dbfce27250
Wit,43.39,4.9,c5f9afd9-842f-44d8-a698-a679447f63e5
Else,47.91,5.8,60cd79e5-8aaa-4419-a146-6d226e0f8495
Bertha,85.12,8.6,a3c4c249-fb1e-47f0-bf08-2167eb1bdb60
Minta,48.48,5.8,19fcf21a-9a9a-4e31-a6de-5b0c7e6179b0
Valentine,96.47,7.3,905eb2a8-43b2-4708-ae80-55735191ef4b
Maiga,57.69,4.3,73b77566-3246-4ed6-8f02-dc6a5e99a5aa
Keith,3.11,3.9,78fdddc7-dcd6-46b3-a715-54324e58e416
Jacintha,5.09,4.0,8e524be9-7363-4262-8016-91cb397561a9
Creighton,38.58,8.4,1951e69d-df69-4167-8818-93ab40900ab5
Boony,6.63,6.6,4db9c41a-7ff7-430b-b602-930277a2289e
Anders,19.74,8.3,f06176c0-947a-41d7-8454-62690ad070f7
Althea,50.06,5.9,aaba7e8a-0fbf-4440-8e78-c9c59eaf3058
Godiva,87.8,2.0,5ea520d7-db66-487b-a9a3-a00e9388f59e
Becky,66.52,2.5,41b974db-6e4b-4124-a982-25034dde1907
Matilda,69.71,7.0,02ed4cac-1ade-40c0-b201-0689d620161e
Marillin,85.73,4.9,1fc155a2-7fbf-430d-9bdd-8b1efe540a29
Javier,36.59,4.3,3f30396a-de38-4a23-8a3c-b0db5845aae0
Gino,25.67,0.6,d17ca61e-301b-4d17-81e2-00fe42fba582
Portia,77.69,7.0,5fa60d2f-ddd2-4797-ad7d-35322144b860
Josefa,45.81,0.2,9454b4d1-2477-4742-9cc8-9ec281f3f3eb
Becka,61.13,6.4,5633f11b-5280-4993-8346-0821b3591092
Sibbie,26.26,7.1,dfc9ace9-0fc3-43c0-be9b-df19c356e754
Osmond,65.43,6.1,8648a8f3-03d0-4a2b-9078-a6d54da3d4a7
Cece,37.64,4.4,c21dfd67-ff80-4d4e-9219-f98ccd4297c9
Denny,1.85,8.0,19e193e0-32e0-4d00-8fe7-2a03181677b1
Traver,28.4,3.9,d3f21411-b991-4e5e-a701-a66c344a935c
Pierre,47.81,3.0,db0eb34e-bb4c-46ae-8d4f-3f2c1626aba6
Davida,37.87,5.0,d7be0084-c73c-491e-b44a-a1da21b27115
Spenser,11.23,2.3,075df2ae-3045-4e65-9993-75f3de39a382
Dominique,9.32,5.3,b8dd340f-273e-4ceb-8605-501e1868dca5
Dalila,84.02,0.9,f7cfa802-6fe6-4f82-ab80-a171cf90b7fc
Isacco,67.11,0.9,efad7711-9890-49f2-a478-1ab8f92a3583
Wyndham,10.37,1.2,f31021d3-0924-4de0-9652-c650a0f1621f
Henka,14.89,2.9,dc37e41a-0073-4ddb-a888-f6e9a994a9b1
Rodi,3.27,4.2,60685ef7-4701-4539-a2a3-27552a03df83
Kathy,1.72,1.1,79416110-3cf6-4d14-9f38-93ad0b6686e8
Elsey,54.94,2.9,edacb763-e411-424e-a12a-476fe10750e2
Bert,56.37,3.7,5f64c748-c332-482d-8cbb-0258b3eaf67f
Currie,50.2,2.9,0c93433e-3403-447b-bbb1-4b6386ac39cc
Anita,47.42,5.3,e23f566e-66b1-411f-b272-3e3dfbcd6603
Parsifal,39.9,3.8,66427a83-6f11-4441-b056-042608be1218
Toma,98.84,9.1,353ad084-7a64-4a9a-b1a5-7ea6b2fbc69a
Maggi,5.79,7.7,fb0ff915-e739-4568-b6fa-1bb09cfb16d7
Bonnie,75.91,7.9,800125b8-3c01-4ccb-b70d-7f31efa183a0
Denyse,49.3,1.7,05816fc8-e039-4f07-b4a3-4f1edfffa364
Susan,70.29,7.1,c0429298-5d19-49b6-848a-4a91caa2696d
Janette,33.49,4.0,2f204bcb-30ab-49b2-b75b-ad72172d96a6
Pet,92.16,2.2,b8175b9c-ec0c-4531-bf29-0f8bc740fe23
Kerrill,37.82,1.0,3463b351-dc28-4f8e-9df1-841efe6a670b
Tildie,85.58,8.0,adb30a23-5228-458f-8410-4cdd128b4259
Sibby,41.91,5.8,74d329d3-7001-46db-9687-5ce305057b08
Layne,67.25,7.4,40aaed13-6f8e-4297-b251-29e602085ca9
Coriss,78.56,9.8,555b895f-15b4-4c3b-adca-958ba1fdbc42
Cos,6.07,3.1,b9f94dca-954d-4c6f-9398-9f63862d9707
Haslett,59.0,5.4,4f0b5423-5792-4dcd-bfaf-304041a589bb
Emmye,64.66,5.2,284f706b-789f-42aa-ad98-80b44c5ec6ca
Fritz,40.56,4.0,c21ff6db-06d5-4f8e-bfe8-e063372fcd69
Carolynn,42.49,3.9,cc3f5216-223d-443b-bf6f-b57c08a86e61
Angelica,60.14,0.7,46e58e1b-9abd-409c-ad57-dfd5d45b7577
Rick,62.79,1.2,f98c7c6f-06f0-48c1-852e-83a4701d2f07
Merrel,81.27,9.0,9f11b0b6-d74d-4d9c-b4b4-9e51de3ea452
Batsheva,91.24,5.6,808941a9-719d-415c-8fc8-e6578b9b1022
Teodoor,97.14,6.5,01865058-e503-4c2b-951a-d6adb9dac791
Vere,31.91,9.0,997c6b34-0cf5-4b4d-a541-9dd21886fe49
Bartram,43.25,8.8,a73d321e-88ad-4b3a-bfbd-e4b5ea59d3ce
Bambie,7.25,2.3,ed578790-4369-4f3a-9c18-f2ac7136dd8e
Ashton,16.93,0.2,b3d0063a-a5ed-4c62-b36b-d65c029c8da9
Delmer,11.86,5.7,c8e990d7-37b5-4414-937a-a33dda6c9916
Estrella,57.35,10.0,91814ee6-c7db-4f0a-bbcc-876a89dfb9e3
Tonnie,82.1,6.6,81b58c58-8bb5-4386-9991-cba03d22af7a
Oliver,43.95,5.8,b7a7b8ce-e304-4acb-a8db-3d7a6afea4ec
Barnard,63.37,0.4,27dae7c0-b9d2-4426-8346-af75459f4081
Grover,58.23,3.9,0dbe36e9-b8d4-48c3-a7d8-8fd8ba454a2f
Markus,11.17,1.7,355ca5c7-b684-448a-8aa8-a474d30ec57c
Stacy,61.71,3.3,2eb42bd7-8419-40ac-a7e3-604fcde413a9
Amalea,77.83,3.8,37c9aae8-a407-4c6a-b63b-1dd25b80582a
Dory,36.66,3.9,365b6e5a-6098-4e6a-9519-1ded9b3e9025
Carl,79.05,2.0,c7838169-cf75-4bf2-b703-bcea4b16d475
Tammy,69.9,4.3,8d237ae6-f7fe-4437-af36-c01401524d42
Leonhard,7.24,3.7,51f32780-b1ab-4df4-a03c-32c1a64161c2
Warren,11.74,0.4,d5dc5e74-8af6-4b80-b4b0-1dc3723fb11b
Deeann,54.24,0.8,ee40ed52-7438-43ab-94b2-f3029fca884b
Berny,98.43,6.1,dcf7728e-031a-4b2e-9059-2288314a61e7
Hardy,37.96,4.3,2815bef8-463f-43fa-b913-cb184c12d352
Blake,98.4,9.7,71bd4607-251a-4ce4-9ff3-aff90dc90cce
Everard,90.91,2.9,bd822138-3028-45c7-9d2a-9d36ff8b21c2
Lyman,1.72,0.9,9d74c2c1-28fb-4fe1-a9f4-fb5a782b188f
Fabian,94.87,1.9,0db72eaf-95ca-48d3-b9e8-1650e976b57c
Arie,13.31,8.4,c586e005-2a27-4d70-b549-439e073c4974
Rana,19.48,1.5,e5c1ed0e-b89e-475f-85f1-f4bb09615763
Concettina,65.59,10.0,b1bbb982-af71-49b3-a523-8558c77732be
Nessi,52.53,6.0,517f677e-0103-41bd-9be8-a24704ad8397
Aubrie,15.87,5.2,6a480618-3ea4-4c8e-adc1-a7d746498116
Delbert,94.03,5.6,ddd1a5bb-76b5-4ceb-9179-01be71350fdf
Kirsten,62.5,5.7,1d67087b-66a5-4c62-a302-d7c6d3366382
Karin,89.05,5.0,78838f7a-6482-4349-9d79-0724f1a7521f
Alma,63.4,3.1,adea672c-da42-4469-a9f6-9e200c8bf9a4
Keelia,49.82,0.3,9179c06f-620d-486d-afd2-84976cdcfb03
Gary,85.49,0.3,2151fe06-8df8-40d1-92f8-55ce15c3378b
Lorelei,41.72,7.5,990c50a8-46e8-42b9-a316-168e8b1190dc
Madelon,55.58,0.9,cd1ccfe1-dd74-4e64-afe6-0d351ef62c72
Phyllis,18.85,7.6,cc543f65-61b1-4f1d-bd9f-0d9cac4201b6
Evan,48.35,8.4,f97f48da-a9f3-49c4-8166-7e91c351c5af
Jory,91.27,3.2,03c8f0af-de3e-438b-ab92-9d97fe97f9fa
Trace,11.78,1.7,5abcefb8-d324-404b-8b44-18050bb5d84d
Jeanne,46.91,0.5,12ad26b6-48aa-4d18-a764-a583af78caa8
Nollie,61.66,2.3,22af8af0-16cf-4b8b-aae3-4abc18b71068
Bea,71.66,0.2,46cd7001-03f1-4a56-811b-563112ea0f2e
Sharity,31.18,1.2,f740d23f-dc08-43e6-bb65-d99fbffb20b7
Evvie,46.21,9.4,8b0f9d05-ebff-41d9-a4cd-8a9924bd39a9
Ruben,20.35,2.2,0c8cd98c-4d3e-4c71-90fd-7b8db5c310e2
Bruis,33.2,6.0,9bd9f280-a0c6-4abe-8940-98336f20963f
Domenic,81.65,0.6,fcb691e7-2546-4c85-911d-c78f3a6851af
Raff,9.47,9.9,5981ad04-6e3a-4ada-9d7d-5b74cac301ba
Norris,17.8,8.3,8e2f157e-ce43-4641-a335-ccafa0bd68da
Gae,61.07,6.3,90782d7a-8ca9-4964-9ec9-1c3136f59152
Arliene,38.8,5.6,4377db72-7ae0-4c4a-bdd8-d8b49520033c
Isabel,25.42,8.6,28aa3bba-4c3b-4d24-865e-d8451b985c65
Seth,46.33,5.2,6cc1c265-a3f8-4c6a-be5d-8f4ec290375f
Chandal,61.83,0.2,496f0324-3169-4b40-978e-b4c878058ded
Lexine,73.98,9.6,1d098936-c9bc-447d-b8d4-deb5bf15c18c
Rafaelia,37.76,6.5,c115cc4f-3986-4d86-84a7-db34f2e98604
Marcelle,57.31,6.2,6d103d73-2ea4-4a4e-b1cc-eaae3fc766de
Chrissie,70.66,9.8,ff3e6100-4ad7-40d1-9d97-30537cfb5e7d
Chen,2.96,2.9,f96e9feb-260a-442c-9379-27266409a02d
Filippo,13.64,9.9,90f85133-925e-48f1-8d32-6a31f0135ddc
Tallie,11.89,2.3,c9cc0897-c3b7-4fa7-8bea-cbb247749893
Cheryl,40.67,2.3,0a54c3b9-1785-464a-9a10-569bde3d6344
Debby,65.3,3.3,32a4862d-0721-4f26-b886-6595402a9ed0
Uriel,39.79,8.4,580b39a8-63f2-456f-816f-10903bf2e90a
Maurits,80.14,6.6,2d4c3bab-e4c0-4a29-a5cc-1d5248031d11
Jozef,37.38,5.9,b0ceec3a-fcae-44d5-b13c-b9a36b89249d
Robb,72.35,1.5,70f4e354-5cbd-4182-8643-b2b37ea20911
Pattie,49.45,5.6,f28dc3fa-5367-472b-aaed-d84867f2de3b
Seymour,23.38,5.1,e965f89a-2948-4aec-bac8-6bd94747c3c3
Charmion,19.56,8.6,3c98fbb8-86f8-4f26-99cf-9eb78942cec3
Dew,44.01,9.1,7f0620b6-dbdd-4e91-a29d-dec0cc75e5c5
Falkner,0.6,9.8,16d2af4a-bced-4fd2-a4f7-d295e893aff3
Zeke,47.4,3.7,a88143cf-ead5-4e4d-8561-dcf5c8630a1c
Hildegarde,49.14,4.3,150ac95d-c1fa-4f06-a812-5d261879f6dd
Toma,35.0,3.1,4b280606-24ce-4d2f-85bc-401e8585760e
Reube,87.08,3.2,93a47bf1-0db5-429f-b5b4-a7542d454e38
Constantino,75.85,3.5,52a61b3d-a0e4-4d2b-ba98-0622db8e52bd
Stesha,64.35,3.8,840c83e7-3438-4b20-aff7-f0c7c34b409e
Virginie,54.98,6.2,063feb8e-0ac9-41a5-91b5-7a961cb44efc
Salim,0.03,3.8,1f5f730d-b87d-4a9d-a1fa-3f05d6593089
Gallagher,26.62,0.3,5cf54c31-1c94-4fe2-b0c4-f05b31604f4b
Judy,58.7,8.3,a6ee2f97-8189-4d6c-8373-96b6236fa5a4
Kathye,33.56,7.3,145f84d2-5f60-4521-8916-41f207b3fe31
Darcey,34.67,8.7,7264b3bc-fb39-4b98-83ed-3489a1d6c2ad
Horacio,65.82,3.7,e440e382-d8eb-46b8-8e44-d9f6559f0851
Keven,89.88,2.6,57aff63e-1295-41f8-a926-282ec1e5e606
Sella,26.0,5.5,51aefb72-0a9a-4872-abbe-2b25c7336491
Bil,48.81,2.8,3693fe7c-8d92-4b8e-ad14-e75f80ebc2d7
Serge,62.2,9.6,ad08e7ee-b802-4e0d-8451-faf68f47ccb0
Jeno,70.01,7.8,f9399872-6530-458c-a074-779a2cf2d421
Franky,68.59,3.2,97fbf3f1-3088-428e-a025-9fdd8a662804
Estrellita,39.53,4.4,f0e1b929-5d22-4ebb-95f9-c01253dd0b52
Rea,33.45,5.8,f0171d1e-8ea4-4979-ab20-3cc2b4698764
Skippy,22.54,2.3,eaa8d73d-57f9-4d49-a560-b7e62be889fd
Fairfax,13.87,2.0,33db7ea9-010f-4e28-9eb5-58208f8cf3ea
Salvidor,36.87,0.7,672e7098-b110-4a3c-b41f-6986694a147d
Dane,96.49,3.4,7c455470-d286-4c33-b03b-3616a6924903
Claudetta,15.25,9.3,b252a017-5157-44b0-8b1b-fe11283cc5f2
Sapphira,55.29,1.6,6b66a8f9-b378-431c-a45d-4e0c37182192
Nicolina,84.59,8.0,1e306593-c1d6-4943-beec-fda85a6b915b
Orran,71.9,4.2,73386cea-31c4-41dc-a5f9-7691f9eb9b64
Cristobal,46.19,4.1,a70a34b7-399b-443d-85ce-cb3613d8beed
Derk,23.75,8.2,42d0710a-9a6e-4c31-a605-bbe2244720ce
Linette,24.14,1.4,9fe6eec7-8df2-4ceb-9aef-d3f55907cbc6
Granny,12.73,7.4,9b580635-251c-405a-a954-ed31998fb270
Isidora,93.31,1.5,c07b994e-1264-403f-8a85-8f0d92e4436f
Alfy,50.66,0.9,58b755bb-2ca7-4454-81f3-b1e46c829590
Glynda,4.66,4.1,431cc743-c356-4928-aa2a-497ad2e51fad
Garrott,36.76,2.7,312378c0-7401-46ac-b34f-85b265efb38b
Diarmid,13.81,1.1,279c9bbf-f554-4649-b429-640f99fab42a
Ryun,47.85,7.1,319ffc6d-3992-41f1-ab17-d6a89e670383
Cornell,53.66,3.8,0dbfc1bd-7179-497d-aac7-0331fd20504d
Bird,56.83,1.2,bc256481-4a90-4ae9-ae3f-8ca9e6480723
Ky,21.48,8.7,dee756ac-0076-4abf-8f49-3e4a32338b02
Tomlin,54.16,9.1,1d206fcf-43a1-4a5f-8b8c-6925d440f65c
Carole,30.21,7.4,c4d8939c-9c63-4980-8064-a16e2350e5fb
Johannah,12.07,5.9,623e488d-77a8-46df-9c98-877a0c9fc450
Hayden,42.41,0.4,ec8e8684-747c-4726-85d5-d90f54bf78d1
Pen,89.35,6.2,015b0159-b06b-4ae7-bd19-dadbac9136ec
Nessy,11.77,1.3,cda2f185-602e-4166-871a-ea3faa85d092
Cyndi,41.47,7.6,6962dab1-fe68-49ab-917e-42ba5942a3aa
Tobe,93.4,5.4,0079f0a3-c290-4726-b2d9-ca0b9a022583
Kirk,38.28,8.8,d6d5b12a-c07b-4ffa-aa5e-54010b44d49d
Eugen,28.1,7.1,8cd8a64e-ee8d-4161-8993-9ecd290891ad
Alia,75.19,3.4,b1108d95-871c-461e-828b-17700df53106
Jeramey,82.75,4.4,623f0199-61d3-4ae4-a866-d5e006b14527
Timothea,87.66,9.3,0051b68a-13ca-4418-808b-d95229e4b4bf
Lauraine,2.73,0.8,f34e5730-9cf1-4be3-a44c-e74519ff4558
Biddy,55.5,9.1,649c79e3-8f57-4a7b-b704-51d8a1a22176
Tabb,66.04,3.4,09fe0277-b973-4711-9e73-7ce2de029a8c
Maryrose,61.32,2.1,1f65a55c-2ee7-4924-ac73-6b89555bfa9d
Zonda,44.07,3.8,985b4d19-7f73-47ed-891a-5821faa6a685
Gweneth,65.08,7.1,cb2f8c3b-0beb-4d46-800a-504c51ea0322
Charlton,12.39,5.3,f84d711f-bd55-4be3-bcff-870c4aa1eb10
Chloe,82.87,4.5,fc412253-29ad-461a-93ce-7b9ac05ace70
Daniel,68.97,3.9,93227e9a-cf36-4c10-92e1-7c56923b403e
Currey,3.2,5.1,58743428-3510-4153-8e22-667ee666a39b
Earlie,66.79,7.5,40f0a4ff-20fe-4682-9347-38f6f5275f52
Trix,4.59,1.2,a5fe1897-233b-4792-aba6-3cc32748ab87
Cazzie,46.37,2.9,703c9e8c-76b7-4cfb-ab96-29c89a6c916e
Barby,94.12,2.8,6b96ef23-f70b-4d92-a1b9-f5fc5623b11e
Reese,48.66,3.4,99d66f1f-89a4-4593-ba7f-22b2f8991b3a
Giralda,14.49,6.7,a0e72a55-3fb7-449c-b8b3-3d3386c75b8e
Wyatan,13.11,8.2,9fda3f4b-5ec5-4ac7-b816-649657c03acc
Thomasa,49.67,4.0,6424cdb8-d5a7-40bc-83ef-c70a7275dea8
Tuckie,12.78,5.5,944c3ce9-6e15-4366-b809-2c3b1f449f1a
Rina,2.42,7.7,f25679e5-829e-4d54-a2fc-29c200039e8f
Jewell,63.78,5.5,640bf555-7244-4d13-a94f-4af8b60c597d
Cathi,29.66,4.4,56aa0392-595c-4c81-a14f-678ffdc43c8b
Kenna,70.64,6.0,1d275e13-051d-415d-b8eb-2c7c5502ff63
Gretal,33.92,1.2,b07e6824-d38d-40da-be03-3ef74ebb5a84
Margaux,17.86,6.1,b57dfc55-e7be-49ed-b31e-980169b2ae00
Darrelle,82.48,7.9,9e1dc5e3-e827-4891-87c7-1fcf65f1a6ca
Trudie,91.61,1.3,20f54670-5d27-45f5-88d0-17bfbf615ccb
Wendel,30.67,8.0,f527cd31-7eda-4556-a63c-4e6b61b704ed
Marin,13.27,1.3,cd876135-f9b0-4e2d-98ad-6c33d7c90491
Urbain,77.23,2.6,8b401f94-33a0-49bc-b1cf-7cc5c95c08f1
Marie-ann,78.29,5.4,8f117219-16bc-4407-b994-c14fe6660574
Henry,99.35,9.8,1cadfccd-027f-4114-8233-59a105bb7282
Shannon,46.55,8.5,5a9e87cf-2284-485a-b5e6-e7f0425356d3
Elisha,62.02,7.7,c263114e-6c11-4fd7-93be-a2e04b9ef7ea
Di,4.05,9.0,aff1854e-6452-4974-888f-96d201f82464
Brand,69.96,6.5,ec587d3d-8232-4571-af38-0a8b5c2b56bb
Ardine,58.01,4.7,a4bc26dc-3428-43ff-9675-b0a9f1eb05a9
Sean,26.49,5.0,402aceb7-677a-419a-960b-4eb0b154339c
Prince,39.57,1.1,872edeee-0223-4ca3-94d1-fc937c73f6ea
Fanchon,61.05,3.9,51e3bdae-b069-4d98-acb5-5b49db22e0f1
Yancey,15.5,2.4,9b68557a-791a-4976-a8fc-bb3fa685ba5f
Glen,99.3,3.3,2ef3c47b-27c9-496a-89d3-ef5f8b059460
Marsha,12.5,7.8,a9233a2d-fa91-4025-b350-b31a27cd7ba8
Griffin,73.01,7.3,ad09f43b-309b-417b-bb0c-85416bcab001
Bondon,28.2,8.9,68b624e4-ba58-42fb-af4c-13cdf47a5026
Yasmin,0.64,9.5,a0bb891a-0cc3-4508-acf5-67d508043307
Flor,90.72,3.7,0b70bd08-e736-47a7-8430-39f4b20aa761
Ximenez,20.06,6.3,5209bf3d-fceb-47d6-be7c-41e20f656202
Cobbie,98.17,9.1,c2cf8a65-34af-4d90-bdb3-b24d74f4c6f6
Trisha,4.7,3.1,d45cda71-fbe4-43bf-bdc0-cb8f05edc70f
Salvidor,9.62,1.5,ada77f17-8530-4abc-97e1-cab9075088d0
Angelique,17.92,2.8,36376558-ef38-4aed-aae0-b88d46f7a895
Farris,41.97,0.8,3975ca53-3d5a-4c1e-b35a-f5df1d141ee8
Lanae,63.7,1.0,e31b9f36-19ce-41e9-8e74-322a8436b819
Kaleena,52.89,7.4,776921f8-2146-484c-8865-8eb6e0d27bb3
Kitti,65.62,9.0,79124783-5ef1-4169-a3a7-bb3e3f283ad0
Valentina,5.08,4.7,7630bca8-319d-4ef2-bc3b-d026936e19a4
Eugenius,48.5,2.0,f3724204-742a-44c0-9585-1b521ca36733
Silvan,48.1,6.2,94a8ce71-f510-4b68-bac6-a849d6bb818c
Gerry,93.88,3.1,4e388bfe-ba46-4335-b5f0-95f019032c3c
Alexi,31.18,4.3,e7603e59-a9cf-49a1-a419-b72c48df79b6
Sean,13.27,4.4,b0a30add-6697-4edd-b211-0631d3f55b89
Rebekah,86.27,4.1,6d314f39-d781-46ee-a55f-2b3ee54238be
Leese,4.43,6.7,7533a031-9148-4898-98de-d820afaa5173
Prudi,93.06,3.5,516f9bbc-daa3-453d-94e9-f617d380efce
Aimil,11.52,6.0,e943a14b-4943-4467-ab22-7ec67e60b8bc
Melvyn,44.93,4.4,3ec0bf36-4fa2-4a72-9095-3d8c66ee528a
Jeremias,79.24,5.3,506836ac-5c3f-41db-a0e9-d48e6494576c
Ellwood,85.06,2.1,7b6e9c34-3e9f-46e1-bf09-bb1dc35ba2fb
